residential-and-commercial-onsite-fuel-usage-test,unfccc_annex_1_category,NULL
residential-and-commercial-onsite-fuel-usage-test,data_version,NULL
residential-and-commercial-onsite-fuel-usage-test,data_version_changelog,NULL
residential-and-commercial-onsite-fuel-usage-test,reporting_timestamp,NULL
other-manufacturing-test,unfccc_annex_1_category,NULL
other-manufacturing-test,data_version,NULL
other-manufacturing-test,data_version_changelog,NULL
other-manufacturing-test,reporting_timestamp,NULL
other-mineral-extraction-test,unfccc_annex_1_category,NULL
other-mineral-extraction-test,data_version,NULL
other-mineral-extraction-test,data_version_changelog,NULL
other-mineral-extraction-test,reporting_timestamp,NULL
biological-treatment-of-solid-waste-&-biogenic-test,unfccc_annex_1_category,NULL
biological-treatment-of-solid-waste-&-biogenic-test,data_version,NULL
biological-treatment-of-solid-waste-&-biogenic-test,data_version_changelog,NULL
biological-treatment-of-solid-waste-&-biogenic-test,reporting_timestamp,NULL
copper-mining-test,unfccc_annex_1_category,NULL
copper-mining-test,data_version,NULL
copper-mining-test,data_version_changelog,NULL
copper-mining-test,reporting_timestamp,NULL
steel-test,unfccc_annex_1_category,NULL
steel-test,data_version,NULL
steel-test,data_version_changelog,NULL
steel-test,reporting_timestamp,NULL
forest-clearing-test,unfccc_annex_1_category,NULL
forest-clearing-test,data_version,NULL
forest-clearing-test,data_version_changelog,NULL
forest-clearing-test,reporting_timestamp,NULL
cement-test,unfccc_annex_1_category,NULL
cement-test,data_version,NULL
cement-test,data_version_changelog,NULL
cement-test,reporting_timestamp,NULL
oil-and-gas-production-and-transport-test,unfccc_annex_1_category,NULL
oil-and-gas-production-and-transport-test,data_version,NULL
oil-and-gas-production-and-transport-test,data_version_changelog,NULL
oil-and-gas-production-and-transport-test,reporting_timestamp,NULL
